# DESCRIPTION:
# Reference: Rasmussen, S.O., Bigler, M., Blockley, S.P., Blunier, T., Buchardt, S.L., Clausen, H.B., Cvijanovic, I., Dahl-Jensen, D., Johnsen, S.J., Fischer, H., Gkinis, V., Guillevic, M., Hoek, W.Z., Lowe, J.J., Pedro, J.B., Popp, T., Seierstad, I.K., Steffensen, J.P., Svensson, A.M., Vallelonga, P., Vinther, B.M., Walker, M.J.C., Wheatley, J.J., Winstrup, M., 2014. A stratigraphic framework for abrupt climatic changes during the Last Glacial period based on three synchronized Greenland ice-core records: refining and extending the INTIMATE event stratigraphy. Quaternary Science Reviews 106, 14-28, https://doi.org/10.1016/j.quascirev.2014.09.007
# Data from: https://www.iceandclimate.nbi.ku.dk/data/. Accessed 28 Oct 2022.
# Comment: NGRIP1 and NGRIP2 were combined, double dates were removed, years were converted to kyr

Age [kyr b2k] (GICC05),δ18O [‰],Ca2+ [ppb]
61.39,-41.87,321.1
61.41,-42.96,309.42
61.43,-44.34,352.59
61.45,-43.52,382.61
61.47,-42.63,423.78
61.49,-43.59,401.36
61.51,-44.96,324.49
61.53,-44.84,456.38
61.55,-44.98,354.96
61.57,-45.39,396.15
61.59,-44.4,391.02
61.61,-44.26,377.55
61.63,-42.8,344.5
61.65,-43.31,424.17
61.67,-43.69,402.41
61.69,-43.09,417.5
61.71,-42.9,304.06
61.73,-43.07,387.46
61.75,-42.78,421.92
61.77,-43.58,357.5
61.79,-45.76,520.15
61.81,-43.86,384.34
61.83,-44.7,617.55
61.85,-44.72,446.86
61.87,-44.35,474.32
61.89,-42.93,414.51
61.91,-42.91,416.57
61.93,-43.53,466.1
61.95,-44.64,550.36
61.97,-43.05,347.34
61.99,-43.36,413.35
62.01,-44.66,535.01
62.03,-46.34,455.93
62.05,-43.77,378.18
62.07,-44.02,408.23
62.09,-45.04,492.76
62.11,-44.42,480.82
62.13,-43.65,402.16
62.15,-43.83,549.06
62.17,-42.58,576.37
62.19,-42.81,441.74
62.21,-45.22,486.21
62.23,-44.97,486.95
62.25,-44.91,477.75
62.27,-43.23,415.46
62.29,-43.82,366.21
62.31,-44.38,416.57
62.33,-44.38,457.01
62.35,-44.02,502.72
62.37,-43.16,435.06
62.39,-44.06,442.61
62.41,-44.24,406.78
62.43,-44.25,506.57
62.45,-46.42,545.57
62.47,-43.98,537.75
62.49,-44.86,366.86
62.51,-43.96,332.8
62.53,-44.55,323.55
62.55,-45.44,439.82
62.57,-43.96,482.06
62.59,-44.42,459.19
62.61,-44.3,520.32
62.63,-44.43,525.11
62.65,-42.57,544.23
62.67,-43.42,489.99
62.69,-45.67,442.13
62.71,-46.11,418.39
62.73,-45.3,444.66
62.75,-45.1,555.15
62.77,-43.75,432.68
62.79,-44.26,421.84
62.81,-42.98,478.93
62.83,-43.14,473.77
62.85,-43.73,492.68
62.87,-44.71,443.65
62.89,-45.93,501.07
62.91,-44.22,413.71
62.93,-44.17,377.25
62.95,-44.3,307.76
62.97,-43.93,412.65
62.99,-43.57,446.29
63.01,-43.31,468.14
63.03,-44.11,493.32
63.05,-44.4,557.83
63.07,-45.04,586.25
63.09,-45.36,425.57
63.11,-44.27,523.46
63.13,-44.52,343.21
63.15,-43.89,397.2
63.17,-44.13,403.34
63.19,-45.17,422.24
63.21,-44.35,360.55
63.23,-44.63,306.15
63.25,-42.19,295.07
63.27,-44.98,287.98
63.29,-43.51,271.07
63.31,-43.39,222.71
63.33,-44.31,300.35
63.35,-42.24,238.03
63.37,-42.89,232.99
63.39,-42.82,253.72
63.41,-43.23,221.62
63.43,-43.27,280.16
63.45,-43.33,310.24
63.47,-43.02,234.08
63.49,-44.51,217.15
63.51,-43.66,235.15
63.53,-43.64,252.74
63.55,-43.49,273.72
63.57,-42.42,285.58
63.59,-43.23,283.07
63.61,-43.42,207.95
63.63,-43.02,240.72
63.65,-43.12,269.85
63.67,-43.06,357.3
63.69,-44.06,268.8
63.71,-43.56,223.39
63.73,-44.91,228.21
63.75,-44.09,246.93
63.77,-44.62,289.79
63.79,-43.1,265.38
63.81,-43.53,191.18
63.83,-43.92,188.53
63.85,-43.16,126.55
63.87,-40.94,89.55
63.89,-39.43,74.75
63.91,-39.5,79.34
63.93,-40.65,68.98
63.95,-40.09,73.09
63.97,-39.85,53.57
63.99,-39.78,52.51
64.01,-40.13,64
64.03,-39.99,65.15
64.05,-38.54,45.83
64.07,-39.95,65.56
64.09,-40.83,127.32
64.11,-42.23,178.34
64.13,-41.56,230.85
64.15,-43.4,225.01
64.17,-42.73,307.88
64.19,-42.65,246.54
64.21,-45.36,330.84
64.23,-44.23,424.67
64.25,-43.96,390.33
64.27,-42.77,356.64
64.29,-42.45,490.79
64.31,-42.48,397.91
64.33,-45.42,439.94
64.35,-43.27,444.3
64.37,-43.9,424.35
64.39,-44.24,408.38
64.41,-43.98,446.75
64.43,-43.22,397.97
64.45,-44.03,434.91
64.47,-45.77,472.62
64.49,-44.91,560.68
64.51,-44.78,488.62
64.53,-45.85,543.85
64.55,-44.82,440.1
64.57,-44.12,383.98
64.59,-44.73,520.88
64.61,-45.28,526.21
64.63,-42.84,486.48
64.65,-43.61,
64.67,-46.24,367.09
64.69,-44.63,408.08
64.71,-43.82,456.4
64.73,-44.62,537.86
64.75,-43.14,374.34
64.77,-42.12,365.33
64.79,-42.82,364.52
64.81,-44.6,406.55
64.83,-44.01,354.63
64.85,-43.54,374.92
64.87,-44.73,314.71
64.89,-43.62,343.32
64.91,-43.59,311.55
64.93,-43.19,371.6
64.95,-45.05,353.61
64.97,-42.24,325.15
64.99,-42.41,353.74
65.01,-42.89,469.53
65.03,-44.87,363.69
65.05,-43.71,397.45
65.07,-43.72,321.54
65.09,-44.44,297.85
65.11,-43.26,304.05
65.13,-43.41,279.22
65.15,-43.82,318.35
65.17,-42.55,301.6
65.19,-42.4,309.77
65.21,-43.9,317.29
65.23,-43.1,299.42
65.25,-42.79,402.48
65.27,-41.93,368.07
65.29,-44.38,482.55
65.31,-45.5,458.54
65.33,-43.88,440.21
65.35,-45,618.48
65.37,-44.24,462.54
65.39,-44.15,652.98
65.41,-44.91,550.62
65.43,-44.22,549.04
65.45,-43.24,386.69
65.47,-44.7,449.68
65.49,-44.42,590.36
65.51,-43.8,394.83
65.53,-45.56,601.62
65.55,-43.58,347.95
65.57,-45.17,351.98
65.59,-44.29,465.47
65.61,-44.08,482.13
65.63,-42.4,439.22
65.65,-44.04,473.84
65.67,-43.29,408.24
65.69,-45.03,564
65.71,-42.96,452.23
65.73,-44.92,754.79
65.75,-44.37,488.16
65.77,-43.4,653.55
65.79,-44.84,504.81
65.81,-45.6,456.13
65.83,-44.27,503.63
65.85,-46.12,598.45
65.87,-44.41,531.95
65.89,-43.87,439.67
65.91,-44.78,514.09
65.93,-44.88,533.11
65.95,-43.9,509.95
65.97,-43.35,496.46
65.99,-45.14,479.2
66.01,-44.3,587.44
66.03,-43.41,481.79
66.05,-45,465.89
66.07,-43.5,526.81
66.09,-43.14,481.99
66.11,-45.52,576.68
66.13,-43.31,512.98
66.15,-42.4,495.76
66.17,-44.4,516.65
66.19,-44.48,482.99
66.21,-42.11,398.22
66.23,-42.53,429.19
66.25,-43.64,350.86
66.27,-44.91,375.11
66.29,-44.26,398.98
66.31,-44.87,301.36
66.33,-42.87,326.9
66.35,-44.14,453.67
66.37,-42.92,436.2
66.39,-43.1,473.59
66.41,-44.85,478.06
66.43,-43.75,403.57
66.45,-45.37,355
66.47,-45.27,407.64
66.49,-43.89,392.38
66.51,-44.81,356.6
66.53,-44.38,415.66
66.55,-42.36,280.37
66.57,-43.41,289.96
66.59,-44.68,361.24
66.61,-45.05,340.36
66.63,-44.55,310.58
66.65,-44.3,344.56
66.67,-42.11,309.54
66.69,-42.45,291.45
66.71,-43.63,347.9
66.73,-42.21,240.84
66.75,-43.57,236.94
66.77,-44.26,323.84
66.79,-43.26,272.41
66.81,-44.18,294.53
66.83,-44.97,334.2
66.85,-42.9,287.88
66.87,-43.58,321.73
66.89,-43.74,318.02
66.91,-42.35,304.84
66.93,-42.88,261.01
66.95,-43.18,234.54
66.97,-44.33,266.49
66.99,-44.4,271.98
67.01,-44.09,262.81
67.03,-44.78,379.92
67.05,-44.77,354.79
67.07,-43.86,327.96
67.09,-42.09,278.9
67.11,-42.08,212.52
67.13,-43.77,276.69
67.15,-44.02,318.35
67.17,-45.32,334.69
67.19,-44.93,277.36
67.21,-44.78,335.58
67.23,-44.78,322.27
67.25,-43.85,277.87
67.27,-43.57,261.65
67.29,-43.07,249.8
67.31,-43.55,295.32
67.33,-42.73,227.71
67.35,-42.17,247.53
67.37,-42.47,253.44
67.39,-44.24,236.88
67.41,-40.51,226.77
67.43,-42.07,211.31
67.45,-43.2,267.85
67.47,-43.52,283.36
67.49,-42.5,380.12
67.51,-42.9,306.49
67.53,-42.59,345.81
67.55,-43.44,351.69
67.57,-44.6,379.54
67.59,-44.8,266.46
67.61,-45.15,399.83
67.63,-43,570.98
67.65,-43.13,398.46
67.67,-45.38,380.99
67.69,-45.18,354.43
67.71,-43.82,357.76
67.73,-44.71,366.72
67.75,-43.97,388.79
67.77,-43.19,342.19
67.79,-43.27,297.61
67.81,-43.43,278.96
67.83,-44.68,271.64
67.85,-44.49,362.46
67.87,-45.05,326.57
67.89,-44.13,349.36
67.91,-42.36,303.2
67.93,-44.4,392.57
67.95,-44.64,391.04
67.97,-42.62,388.75
67.99,-43.77,362.79
68.01,-44.99,329.59
68.03,-43.44,307.84
68.05,-46.05,362.31
68.07,-43.61,266.03
68.09,-44.34,275.5
68.11,-43.04,372.07
68.13,-43,364.26
68.15,-43.43,406.98
68.17,-45.75,447.3
68.19,-45.02,298.93
68.21,-43.38,348.81
68.23,-45.16,348.21
68.25,-43.33,335.98
68.27,-41.95,252.6
68.29,-42.87,208.27
68.31,-43.92,221.31
68.33,-44.74,269.52
68.35,-42.75,277.48
68.37,-43.3,290.6
68.39,-43.92,329.1
68.41,-43.35,288.8
68.43,-44.53,257.66
68.45,-45.34,324.67
68.47,-44.15,300.1
68.49,-45.04,343.73
68.51,-44,252.2
68.53,-45.31,292.95
68.55,-44.18,258.95
68.57,-42.72,251.71
68.59,-43.78,281.4
68.61,-43.91,356.72
68.63,-42.76,273.5
68.65,-43.54,301.97
68.67,-43.21,298.12
68.69,-43.99,385.33
68.71,-43.72,302.7
68.73,-43.88,310.32
68.75,-43.16,155.05
68.77,-44.85,206.74
68.79,-44.4,216.45
68.81,-44.42,252.2
68.83,-43.07,223.47
68.85,-42.39,209.29
68.87,-43.31,224.93
68.89,-44.62,283.19
68.91,-44.58,190.76
68.93,-42.87,212.72
68.95,-43.49,198.88
68.97,-44.38,182.08
68.99,-41.54,172.45
69.01,-41.71,164.64
69.03,-44.48,197.24
69.05,-41.96,190.84
69.07,-43.77,178.58
69.09,-44.29,243.63
69.11,-43.68,211.78
69.13,-44.41,236.74
69.15,-43.07,239.82
69.17,-43.38,237.99
69.19,-44.51,204.72
69.21,-44.7,284.58
69.23,-45.35,232.67
69.25,-44.28,271.94
69.27,-43.87,218.23
69.29,-43.59,219.86
69.31,-43.89,198.75
69.33,-43.2,205.27
69.35,-43.37,220.69
69.37,-42.62,208.22
69.39,-43.52,146.89
69.41,-42.05,136.59
69.43,-41.76,111.73
69.45,-40.34,78.05
69.47,-40.97,73.17
69.49,-39.97,57.83
69.51,-40.03,60.09
69.53,-40.04,40.53
69.55,-38.54,51.17
69.57,-39.33,58.17
69.59,-39.19,74.87
69.61,-40.92,104.78
69.63,-42.74,196.58
69.65,-43.73,230.07
69.67,-45.09,274.94
69.69,-44.3,294.55
69.71,-44.72,329.49
69.73,-44.8,350.88
69.75,-44.27,331.13
69.77,-42.66,371.16
69.79,-44.36,442.63
69.81,-44.88,485.18
69.83,-45.17,461.96
69.85,-43.99,451.19
69.87,-44.19,527.01
69.89,-44.35,549.56
69.91,-43.87,438.76
69.93,-44.12,406.13
69.95,-42.81,336.41
69.97,-43.22,370.04
69.99,-43.46,378.38
70.01,-45.09,571.2
70.03,-44.36,406.5
70.05,-44.1,359.36
70.07,-44.33,377.12
70.09,-42.54,401.16
70.11,-42.61,421.27
70.13,-43.48,345.84
70.15,-42.26,305.76
70.17,-42.59,371.49
70.19,-43.79,264.86
70.21,-42.49,281.8
70.23,-44.19,307.23
70.25,-44.29,208.82
70.27,-43.22,234.63
70.29,-43.23,236.96
70.31,-42.57,183.17
70.33,-44.08,193.45
70.35,-43.36,189.97
70.37,-43.96,187.2
70.39,-41.51,142.93
70.41,-42.12,154.42
70.43,-43.62,138.59
70.45,-41.28,108.39
70.47,-41.67,119.66
70.49,-41.78,105.36
70.51,-42.41,111.72
70.53,-42.17,95.24
70.55,-42.08,82
70.57,-42.22,96.72
70.59,-42.23,84.18
70.61,-41.59,85.46
70.63,-41.62,85.05
70.65,-41.6,66.71
70.67,-41.5,82.46
70.69,-42.36,98.88
70.71,-43.22,112.92
70.73,-42.16,83.59
70.75,-40.85,76.87
70.77,-41.82,87.51
70.79,-41.42,70.52
70.81,-42.77,70
70.83,-41.4,49.67
70.85,-40.73,57.73
70.87,-40.61,58.18
70.89,-40.19,63.18
70.91,-40.53,67.88
70.93,-40.8,61.79
70.95,-40.71,58.78
70.97,-40.11,39.5
70.99,-40.33,41.73
71.01,-39.17,47.92
71.03,-40.72,44.56
71.05,-39.64,44.09
71.07,-40.07,40.41
71.09,-40.22,55.18
71.11,-41.1,48.64
71.13,-40.39,32.86
71.15,-41.65,44.16
71.17,-40.53,42.95
71.19,-39.64,45.2
71.21,-39.21,31.99
71.23,-40.01,35.81
71.25,-39.9,32.64
71.27,-38.98,33.02
71.29,-39.84,32.57
71.31,-39.32,41.36
71.33,-40.25,32.52
71.35,-39.29,34.16
71.37,-39.71,33.79
71.39,-40.23,34.92
71.41,-39.9,35.93
71.43,-39.91,36.97
71.45,-40.08,37.97
71.47,-38.9,34.45
71.49,-39.34,39.74
71.51,-39.49,36.54
71.53,-39.55,41.29
71.55,-39.31,42.74
71.57,-39.23,38.12
71.59,-39.51,44.22
71.61,-40.11,31.58
71.63,-38.87,30.55
71.65,-40.07,30.82
71.67,-38.91,23.37
71.69,-39.02,30.52
71.71,-38.62,31.62
71.73,-39.27,31.43
71.75,-39.07,37.26
71.77,-39.22,42.73
71.79,-39.04,64.9
71.81,-38.26,31.84
71.83,-39.23,29.93
71.85,-38.21,28.2
71.87,-38.28,28.21
71.89,-38.72,23.15
71.91,-38.32,23.1
71.93,-38.45,29.32
71.95,-38.39,30.36
71.97,-38.1,28.3
71.99,-38.61,33.53
72.01,-37.75,29.99
72.03,-38.87,32.88
72.05,-37.93,35.23
72.07,-37.86,29.62
72.09,-37.77,25.32
72.11,-37.44,29.89
72.13,-37.15,32.48
72.15,-38.42,34.89
72.17,-38.3,37.24
72.19,-37.78,37.33
72.21,-37.26,32.68
72.23,-37.81,29.87
72.25,-38.12,32.65
72.27,-37.55,29.06
72.29,-38.48,33.99
72.31,-39.61,48.43
72.33,-41.3,90.77
72.35,-43.78,159.55
72.37,-43.2,189.94
72.39,-44.5,231.86
72.41,-43.95,303.39
72.43,-44.96,365.32
72.45,-44.13,259.43
72.47,-44.04,226.97
72.49,-43.02,238.27
72.51,-45.41,321.05
72.53,-43.46,252.54
72.55,-43.41,236.08
72.57,-43.92,254.44
72.59,-45.66,248.31
72.61,-45.56,254.77
72.63,-44.43,235.8
72.65,-44.43,272.75
72.67,-46.03,270.25
72.69,-44.86,373.45
72.71,-45.37,297.76
72.73,-43.84,256.13
72.75,-46.24,310.68
72.77,-44.77,336.05
72.79,-44.14,265.85
72.81,-44.13,282.71
72.83,-45.6,263.42
72.85,-44.25,242.88
72.87,-46,302.43
72.89,-44.69,274.88
72.91,-43.7,293.88
72.93,-44.07,266.89
72.95,-45,304.04
72.97,-44.89,317.52
72.99,-43.36,555.91
73.01,-45.42,393.5
73.03,-45.3,330.62
73.05,-45.09,379.11
73.07,-44.53,289.54
73.09,-45.6,
73.11,-44.92,322.02
73.13,-44.3,297.85
73.15,-43.26,304.68
73.17,-43.51,349.12
73.19,-44.47,362.45
73.21,-44.79,291.27
73.23,-45.51,391.11
73.25,-44.84,309.96
73.27,-44.91,269.84
73.29,-44.77,363.29
73.31,-43.68,350.37
73.33,-44.44,338.41
73.35,-45.05,330.11
73.37,-46.26,326.54
73.39,-45.65,320.28
73.41,-46.01,274.83
73.43,-43.7,275.11
73.45,-44.26,315.49
73.47,-44.77,312.93
73.49,-45.06,372.89
73.51,-45.19,339.47
73.53,-45.25,378.01
73.55,-44.44,327.22
73.57,-45.06,298.54
73.59,-44.4,293.93
73.61,-43.19,275.3
73.63,-44.53,176.23
73.65,-45.02,271.01
73.67,-44.22,272.34
73.69,-44.42,290.19
73.71,-44.3,312.4
73.73,-44.89,280.97
73.75,-46.31,389.31
73.77,-44.84,418.62
73.79,-44.42,329.28
73.81,-44.06,350.24
73.83,-45.14,327
73.85,-43.97,558.29
73.87,-43.66,320.28
73.89,-43.77,308.99
73.91,-44.61,316.95
73.93,-44.48,330.33
73.95,-43.31,371.14
73.97,-44.33,380.52
73.99,-44.76,343.32
74.01,-45.34,267.69
74.03,-44.59,293.94
74.05,-43.67,327.84
74.07,-43.15,174.86
74.09,-42.63,156.53
74.11,-42.51,86.02
74.13,-42.75,100.52
74.15,-41.97,128.72
74.17,-42.94,125.08
74.19,-41.29,77.96
74.21,-41.53,78.25
74.23,-40.69,74.68
74.25,-40.35,64.68
74.27,-39.45,52.53
74.29,-39.53,35.58
74.31,-39.16,35.63
74.33,-40.58,54.14
74.35,-40.76,61.51
74.37,-40.81,58.16
74.39,-41.31,60.26
74.41,-41.76,85.25
74.43,-41.42,57.28
74.45,-40.44,46.75
74.47,-39.91,42.71
74.49,-40.79,56.13
74.51,-40.99,35.91
74.53,-40.56,37.67
74.55,-40.49,42.59
74.57,-40.35,41.67
74.59,-40.03,38.12
74.61,-39.69,46.89
74.63,-40.07,67.53
74.65,-39.87,41.44
74.67,-40.28,40.35
74.69,-39.73,44.28
74.71,-39.54,52.84
74.73,-39.76,27.35
74.75,-40.06,32.77
74.77,-38.77,38.11
74.79,-40.08,47.3
74.81,-38.72,47.36
74.83,-39.18,31.55
74.85,-39.66,33.46
74.87,-39.3,33.13
74.89,-39.06,36.18
74.91,-40.24,39.85
74.93,-39.7,33.25
74.95,-39.24,34.79
74.97,-39.96,
74.99,-39.14,30.41
75.01,-39.49,41.39
75.03,-38.77,47.97
75.05,-39.45,22.33
75.07,-39.8,23.6
75.09,-39.53,22.52
75.11,-39.15,34.55
75.13,-39.04,29.18
75.15,-39.99,32.75
75.17,-39,28.69
75.19,-39,26.99
75.21,-39.66,24.91
75.23,-39.13,29.6
75.25,-38.65,32.88
75.27,-39.59,32.92
75.29,-39.11,34.44
75.31,-39.3,31.62
75.33,-39.56,33.42
75.35,-38.38,29.39
75.37,-39.99,34.11
75.39,-39.89,32.71
75.41,-38.97,32.52
75.43,-39.47,29.12
75.45,-39.09,29.13
75.47,-39.28,33.64
75.49,-39.2,33.52
75.51,-39.1,46.24
75.53,-38.72,37.43
75.55,-38.88,29.64
75.57,-39.94,30.36
75.59,-37.93,23.58
75.61,-37.74,29.67
75.63,-38.48,36.45
75.65,-39.08,33.46
75.67,-38.46,25.85
75.69,-38.84,24.63
75.71,-38.82,31.54
75.73,-38.46,25.13
75.75,-38.93,30.97
75.77,-38.61,27.17
75.79,-39.08,24.99
75.81,-38.65,27.44
75.83,-38.45,30.09
75.85,-37.69,25.74
75.87,-38.83,30.13
75.89,-37.69,24.5
75.91,-37.97,21.27
75.93,-38.55,22.15
75.95,-38.07,25.41
75.97,-38.56,31.32
75.99,-38.34,18.62
76.01,-38.46,22
76.03,-37.88,34.63
76.05,-38.27,32.09
76.07,-37.92,31.8
76.09,-37.98,32.14
76.11,-37.63,28.14
76.13,-38.58,28.59
76.15,-37.58,31.17
76.17,-37.78,24.08
76.19,-37.81,24.65
76.21,-37.27,29.85
76.23,-36.94,22.1
76.25,-37.63,27.44
76.27,-38.04,34.03
76.29,-37.21,29.37
76.31,-37.9,25.05
76.33,-37.13,29.14
76.35,-36.56,36.09
76.37,-36.55,34.73
76.39,-36.89,33.88
76.41,-37.98,32.97
76.43,-37.64,40.36
76.45,-41.69,74.34
76.47,-41.75,161.94
76.49,-41.82,159.89
76.51,-42.53,136.64
76.53,-43.75,154.47
76.55,-42.99,169.93
76.57,-42.54,144.72
76.59,-42.64,136.43
76.61,-42.12,154.62
76.63,-42.22,149.36
76.65,-42.38,151.29
76.67,-42.64,143.73
76.69,-42.24,148.99
76.71,-43.13,159.52
76.73,-41.7,156.1
76.75,-42.49,131.11
76.77,-42.74,185.48
76.79,-44.57,165.27
76.81,-42.66,127.21
76.83,-42.97,149.06
76.85,-44.03,140.81
76.87,-42.31,162.73
76.89,-41.35,140.4
76.91,-42.87,229.04
76.93,-42.82,179.54
76.95,-44.22,180.76
76.97,-42.59,166.25
76.99,-43.38,129.01
77.01,-41.98,169.53
77.03,-42.21,175.84
77.05,-42.41,175.2
77.07,-42,234.64
77.09,-42.65,224.87
77.11,-43.25,204.13
77.13,-42.33,182.06
77.15,-43.51,208.38
77.17,-43.34,201.29
77.19,-42.49,156.8
77.21,-43.29,173.89
77.23,-42.96,190.1
77.25,-42.04,314.17
77.27,-42.84,346.21
77.29,-41.7,186.73
77.31,-42.4,208.5
77.33,-42.58,167.74
77.35,-44.59,228.84
77.37,-43.18,199.47
77.39,-43.03,161.21
77.41,-43.21,131.22
77.43,-42.67,198.6
77.45,-44.61,254.6
77.47,-42.86,225.14
77.49,-42.7,246.65
77.51,-43.75,241.25
77.53,-42.41,177.59
77.55,-42.35,182.64
77.57,-42.38,195.81
77.59,-41.97,192.65
77.61,-43.15,152.86
77.63,-42.57,154.24
77.65,-42.92,154.89
77.67,-42.45,161.06
77.69,-42.36,148.86
77.71,-42.71,117.46
77.73,-41.68,104.26
77.75,-42.04,108.62
77.77,-41.03,78.45
77.79,-40.73,57.3
77.81,-41.26,56.71
77.83,-41.86,74.15
77.85,-39.79,53.02
77.87,-39.55,47.24
77.89,-39.01,39.8
77.91,-39.24,32.3
77.93,-38.83,42.21
77.95,-39.64,42.93
77.97,-38.58,37.15
77.99,-39.54,35.27
78.01,-38.94,37.52
78.03,-38.64,31.35
78.05,-39.7,39.09
78.07,-39.97,39.31
78.09,-40.26,33.36
78.11,-40.41,36.32
78.13,-40.26,35.34
78.15,-41.07,49.25
78.17,-40.83,43.74
78.19,-40.47,51.87
78.21,-42.07,68.16
78.23,-40.65,58.28
78.25,-41.59,58.31
78.27,-40.62,50.43
78.29,-40.69,48.57
78.31,-41.04,46.53
78.33,-40.44,39.68
78.35,-41.51,59.8
78.37,-41.15,53.52
78.39,-40.34,48.8
78.41,-40.93,46.81
78.43,-39.67,35.47
78.45,-40.35,40.35
78.47,-39.71,36.26
78.49,-39.66,38.84
78.51,-40.83,40.46
78.53,-40.77,43.4
78.55,-39.96,36.37
78.57,-40.71,49.66
78.59,-40.3,48.14
78.61,-40.1,30.47
78.63,-40.27,37.18
78.65,-40.74,37.56
78.67,-40.14,38.78
78.69,-40.43,34.47
78.71,-40.63,34.85
78.73,-40.32,36.99
78.75,-39.04,31.37
78.77,-39.32,28.53
78.79,-39.11,32.83
78.81,-39.54,32.48
78.83,-39.22,29.94
78.85,-39.47,34.81
78.87,-38.79,23.02
78.89,-38.49,28.61
78.91,-39,26.41
78.93,-39.63,28.53
78.95,-39.36,29.16
78.97,-38.65,25.11
78.99,-38.91,24.92
79.01,-38.47,26.09
79.03,-39.1,26.09
79.05,-39.08,24.67
79.07,-39.69,30.68
79.09,-39.5,30.73
79.11,-39.23,31.88
79.13,-39.47,40.05
79.15,-38.42,35.48
79.17,-38.51,27.51
79.19,-38.66,24.95
79.21,-37.88,
79.23,-38.98,23.8
79.25,-40.24,56.25
79.27,-40.68,56.89
79.29,-41.01,56.32
79.31,-41.04,50.09
79.33,-39.6,44.18
79.35,-41.55,51.99
79.37,-40,49.72
79.39,-39.99,48.48
79.41,-40.68,55.24
79.43,-39.94,50.21
79.45,-39.93,45.47
79.47,-39.42,45.05
79.49,-39.89,38.69
79.51,-40.28,49.07
79.53,-40.07,63.58
79.55,-39.97,51.09
79.57,-40.78,48.53
79.59,-40.34,52.02
79.61,-39.59,43.65
79.63,-39,41.44
79.65,-39.85,51.34
79.67,-40.76,59.66
79.69,-41.19,64.38
79.71,-38.82,44.46
79.73,-40.28,45.55
79.75,-40.34,49.17
79.77,-40.01,34.18
79.79,-39.87,41.46
79.81,-39.35,43.35
79.83,-40.09,48.37
79.85,-40.18,49.62
79.87,-39,46.71
79.89,-39.1,41.53
79.91,-39.76,40.27
79.93,-39.14,38.16
79.95,-39.84,35.43
79.97,-39.92,42.52
79.99,-39.72,43.81
80.01,-39.71,34.01
80.03,-39.21,30.38
80.05,-39.13,38.59
80.07,-39.32,53.32
80.09,-40.03,40.06
80.11,-39.16,49.24
80.13,-38.86,41.05
80.15,-39.36,38.28
80.17,-39.59,43.32
80.19,-39.04,36.53
80.21,-37.79,41.75
80.23,-39.91,44.41
80.25,-39.54,50
80.27,-39.16,43.7
80.29,-40.35,32.85
80.31,-39.55,35.72
80.33,-39.1,36.15
80.35,-38.73,33.93
80.37,-40.03,36.33
80.39,-39.51,41.02
80.41,-39.4,37.86
80.43,-39.32,32.41
80.45,-39.46,35.64
80.47,-39.44,35.51
80.49,-38.79,27.74
80.51,-38.73,32.23
80.53,-38.43,30.02
80.55,-38.91,24.62
80.57,-38.88,34.73
80.59,-40.11,45.25
80.61,-38.04,27.64
80.63,-38.42,28.24
80.65,-39.99,41.45
80.67,-39.33,27.43
80.69,-39.75,34.19
80.71,-39.29,38.33
80.73,-39.04,35.21
80.75,-38.66,33.65
80.77,-38.57,36.41
80.79,-38.71,32.86
80.81,-39.26,36.16
80.83,-38.01,36.81
80.85,-38.36,28.91
80.87,-38.91,31.14
80.89,-38.64,28.48
80.91,-38.15,27.43
80.93,-38.57,33.11
80.95,-38.84,35.04
80.97,-38.66,40.47
80.99,-39.11,31.69
81.01,-38.75,27.59
81.03,-38.33,33.86
81.05,-38.08,36.95
81.07,-37.66,33.55
81.09,-39.74,35.98
81.11,-38.32,33.49
81.13,-38.09,29.4
81.15,-38.76,35.39
81.17,-39.02,33.58
81.19,-38.03,32.45
81.21,-38.17,29.5
81.23,-38.31,29.24
81.25,-38.4,22.94
81.27,-38.28,29.49
81.29,-37.8,30.69
81.31,-38.13,28.73
81.33,-38.32,28.47
81.35,-38.58,27.01
81.37,-38.6,30.34
81.39,-38.23,29.91
81.41,-37.88,27.53
81.43,-38.33,34.96
81.45,-38.7,30.63
81.47,-37.37,30.58
81.49,-38.04,25.4
81.51,-38.24,26.21
81.53,-38.51,23.77
81.55,-38.44,27.76
81.57,-38.02,22.75
81.59,-37.96,24.83
81.61,-37.44,23.57
81.63,-37.96,29.72
81.65,-37.65,29.71
81.67,-37.97,25.93
81.69,-37.69,29.81
81.71,-37.64,32.3
81.73,-37.18,30.98
81.75,-38.31,30.85
81.77,-38.06,32.25
81.79,-37.64,33.22
81.81,-36.97,29.94
81.83,-36.91,27.98
81.85,-37.23,29.63
81.87,-37.83,33.54
81.89,-37.76,27.7
81.91,-38.02,26.43
81.93,-38.16,22.87
81.95,-38.08,22.37
81.97,-38.79,29.26
81.99,-37.61,26.44
82.01,-38.24,28.64
82.03,-38.44,26.04
82.05,-37.9,25.26
82.07,-38.57,25.1
82.09,-38,26.07
82.11,-37.48,28.12
82.13,-37.76,30.38
82.15,-38.1,24.66
82.17,-37.2,23.79
82.19,-37.7,21.62
82.21,-37.85,22.87
82.23,-37.24,31.34
82.25,-38.33,19.67
82.27,-39.18,29.44
